Start,Finish,Conflict,Victorious party,Defeated party
1656,1658,Russo-Swedish War (1656–58),Swedish Empire,Tsardom of Russia
1657,1658,Dano-Swedish War (1657–58),Swedish Empire,Denmark–Norway
1658,1660,Dano-Swedish War (1658–60),"Denmark, Denmark–Norway, Dutch Republic, Brandenburg-Prussia, Polish-Lithuanian Commonwealth",Sweden
1658,1667,Druze power struggle (1658–67),Ottoman Empire,
1660,1673,Brunei Civil War,,Muhyiddin of Brunei
1661,1662,Siege of Fort Zeelandia,Koxinga,Dutch East India Company
1662,1662,Copper Riot,Template:Country data Tsardom of Russia (page does not exist),
1662,1665,Burmese–Siamese War (1662–1665) (page does not exist),Toungoo Dynasty,Ayutthaya Kingdom
1663,1664,Austro-Turkish War (1663–64),Ottoman Empire,League of the Rhine
1665,1666,Lubomirski's Rebellion,Polish-Lithuanian Commonwealth,
1665,1667,Second Anglo-Dutch War,"Dutch Republic, Denmark, Denmark–Norway, Kingdom of France",Kingdom of England
1665,1709,Kongo Civil War,House of Kinlaza,House of Kimpanzu
1666,1666,Swedish Wars on Bremen,Swedish Empire,"Bremen, Electorate of Cologne, Lüneburg-Celle, Denmark, Electorate of Brandenburg, Dutch Republic, Dutch Republic"
1666,1671,Polish–Cossack–Tatar War (1666–71),Polish-Lithuanian Commonwealth,"Crimean Khanate, Zaporozhian Cossacks, Ottoman Empire"
1667,1668,War of Devolution,"Spain, Spanish Empire, Triple Alliance (1668), Dutch Republic, Kingdom of England, Sweden, Swedish Empire",Kingdom of France
1667 (or 1670),1671,Stenka Razin,Tsardom of Russia,
1667,1675,Angelets,Kingdom of France,
1668,1676,Solovetsky Monastery uprising,Tsardom of Russia,Old Believers
1669,1672,Shakushain's Revolt,Template:Country data Tokugawa shogunate (page does not exist),
1672,1673,Second Genoese–Savoyard War,"Republic of Genoa, Spain",Duchy of Savoy
1672,1676,Polish–Ottoman War (1672–76),"Ottoman Empire, Crimean Khanate, Moldavia, Principality of Moldavia, Cossack Hetmanate, Petro Doroshenko","Polish-Lithuanian Commonwealth, Wallachia"
1672,1678,Franco-Dutch War,"Kingdom of France, Kingdom of England, Sweden, Bishopric of Münster, Archbishopric of Cologne","Dutch Republic, Holy Roman Empire, Spain, Brandenburg"
1672,1674,Third Anglo-Dutch War,"Dutch Republic, Denmark, Denmark-Norway","Kingdom of England, Kingdom of France"
1673,1681,Revolt of the Three Feudatories,"Qing dynasty, Qing Dynasty",Kingdom of Tungning
1674,1681,Trunajaya rebellion,"Mataram Sultanate, Dutch East India Company",
1675,1675,Revolt of the papier timbré,Kingdom of France,
1675,1679,Scanian War,"Sweden, Swedish Empire, Kingdom of France","Denmark, Denmark-Norway, Dutch Republic, Margraviate of Brandenburg, Holy Roman Empire"
1675,1678,King Philip's War,"New England Confederation, Mohegan, Pequot","Wampanoag (tribe), Nipmuck, Podunk (people), Narragansett (tribe), Nashaway"
1675,1705,Revolutions of Tunis,Husainid dynasty,Muradid dynasty
1676,1681,Russo-Turkish War (1676–81),"Russia, Russian Tsardom, Cossack Hetmanate, Ivan Samoylovych","Ottoman Empire, Autonomous Republic of Crimea, Crimean Khanate, Cossack Hetmanate, Petro Doroshenko"
1678,1680,Dzungar conquest of Altishahr,"Dzungar Khanate, Afāqi","Chagatai Khanate, Yarkent Khanate, Isḥāqi"
1679,1684,Tibet-Ladakh-Mughal war of 1679-1684,Tibet,"Ladakh, Mughal Empire"
1680,1680,Pueblo Revolt,Spanish Empire,Puebloans
1681,1707,Maratha-Mughal war (page does not exist),,
1683,1699,Great Turkish War,"Holy Roman Empire, Russia, Tsardom of Russia, Cossack Hetmanate, Polish–Lithuanian Commonwealth, Republic of Venice, Kingdom of Hungary (1538–1867), Kingdom of Croatia (Habsburg), Kingdom of Croatia (Habsburg), Spain, Serbs, Albanians, Greeks, Bulgarians","Ottoman Empire, Crimean Khanate"
1683,1699,Polish–Ottoman War (1683–99),"Polish-Lithuanian Commonwealth, Holy League (1684)",Ottoman Empire
1683,1684,War of the Reunions,Kingdom of France,"Spain, Habsburg Spain, Holy Roman Empire, Republic of Genoa"
1684,1699,Morean War,"Republic of Venice, Sovereign Military Order of Malta, Knights Hospitaller, Duchy of Savoy, Papal States, Knights of St. Stephen, Himara, Maniots, Greeks",Ottoman Empire
1685,1685,Monmouth Rebellion,Kingdom of England,"James Scott, 1st Duke of Monmouth"
1686,1686,Second Tarnovo Uprising,Ottoman Empire,
1686,1690,Child's War,Mughal Empire,East India Company
1686,1700,Russo-Turkish War (1686–1700),"Tsardom of Russia, Habsburg Empire, Polish–Lithuanian Commonwealth, Cossack Hetmanate","Ottoman Empire, Crimean Khanate"
1687,1687,France–Thailand relations,British Empire,Siam
1687,1689,Revolt of the Barretinas,Spanish Empire,
1687,1689,Crimean campaigns,"Crimean Khanate, Ottoman Empire",Tsardom of Russia
1687,1758,Dzungar–Qing War,Qing dynasty,Dzungar Khanate
1688,1688,Chiprovtsi Uprising,Ottoman Empire,
1688,1697,Nine Years' War,"Grand Alliance (League of Augsburg), Dutch Republic, Kingdom of England, Holy Roman Empire, Spain, Duchy of Savoy, Sweden, Kingdom of Scotland","Kingdom of France, Jacobitism"
1689,1689,Karposh's Rebellion,Ottoman Empire,
1689,1697,King William's War,"Kingdom of France, New France, Wabanaki Confederacy","Kingdom of England, Kingdom of England, British America, Iroquois Confederacy"
1689,1691,Williamite War in Ireland,"Williamite, Kingdom of England, Kingdom of Scotland, Dutch Republic, Plantation of Ulster","Jacobitism, Kingdom of France"
1689,1692,Jacobite Rising,,
1693,1693,Second Brotherhood,Spanish Empire,
1694,1700,Komenda Wars,Dutch West India Company,Royal African Company
1695,1696,Azov campaigns,"Russian Empire, Russian Empire","Ottoman Empire, Ottoman Empire"
1698,1698,Streltsy Uprising,"Russian Empire, Russian Empire",Streltsy
1699,1700,Darien scheme,,
1700,1721,Great Northern War,"Russia, Tsardom of Russia, Oirats, Cossack Hetmanate, Denmark, Denmark–Norway, Electorate of Saxony, Polish–Lithuanian Commonwealth, Kingdom of Prussia, Province of Hanover, Electorate of Hanover, Kingdom of Great Britain","Sweden, Swedish Empire, Holstein-Gottorp, Polish–Lithuanian Commonwealth, Ottoman Empire, Cossack Hetmanate, Kingdom of England, Kingdom of Great Britain, Dutch Republic, Brunswick-Lüneburg"
1701,1701,Battle of Dartsedo,Qing Dynasty,Tibet
1701,1714,War of the Spanish Succession,"Holy Roman Empire, Habsburg Monarchy, Kingdom of Prussia, Kingdom of Prussia, Electorate of Brunswick-Lüneburg, Kingdom of England, Kingdom of Great Britain, Dutch Republic, Duchy of Savoy, Portugal, Kingdom of Portugal, Spain, Habsburg Spain","Kingdom of France, Spain, Bourbon Spain, Bavaria, Electorate of Bavaria"
1702,1713,Queen Anne's War,"Kingdom of England, Kingdom of England, British America, Kingdom of Great Britain, British America, Muscogee people, Chickasaw, Yamasee","Kingdom of France, New France, Spain, Enlightenment in Spain, Spain, New Spain, Wabanaki Confederacy, Mohawk people, Choctaw, Timucua, Apalachee, Natchez people"
1702,1715,Camisard,,
1703,1711,Rákóczi's War of Independence,Holy Roman Empire,"Kuruc, Kingdom of Hungary (1538-1867), Kingdom of France"
1704,1706,Civil war in Poland (1704–06),Warsaw Confederation,Sandomierz Confederation
1704,1708,First Javanese War of Succession,Dutch East India Company,Mataram Sultanate
1705,1706,Bavarian People's Uprising,Habsburg Monarchy,
1707,1707,Mughal war of succession (1707),Bahadur Shah I,"Muhammad Azam Shah, Muhammad Kam Bakhsh"
1707,1708,Bulavin Rebellion,Russian Empire,
1707,1709,War of the Emboabas,"Portugal, Kingdom of Portugal",
1709,1722,Hotaki dynasty,Hotaki dynasty,Safavid dynasty
1710,1711,Pruth River Campaign,"Ottoman Empire, Autonomous Republic of Crimea, Crimean Khanate, Wallachia, Sweden, Swedish Empire, Cossack Hetmanate, Pylyp Orlyk, Zaporizhian Sich","Russian Empire, Tsardom of Russia, Cossack Hetmanate, Ivan Skoropadsky, Moldavia"
1711,1711,Battle of Ain Dara,"Shihab dynasty, Jumblatt, Khazen",Arslan family
1711,1715,Tuscarora War,"Yamasee, Tuscarora people, Apalachee, Catawba people, Cherokee","Tuscarora people, Pamplico, Cothechney (page does not exist), Coree, Mattamuskeet, Matchepungo (page does not exist)"
1712,1712,1712 Huilliche rebellion,"Spain, Spanish Empire",
1712,1712,New York Slave Revolt of 1712,"Kingdom of Great Britain, Kingdom of Great Britain",
1712,1712,Toggenburg War,"Canton of Zürich, Canton of Bern, Counts of Toggenburg, Geneva, Canton of Neuchâtel","Abbey of Saint Gall, Canton of Lucerne, Canton of Uri, Canton of Schwyz, Unterwalden, Canton of Zug, République des Sept-Dizains, Freie Ämter, Freie Ämter"
1712,1716,Fox Wars,,
1714,1718,Ottoman–Venetian War (1714–18),Ottoman Empire,"Republic of Venice, Habsburg Monarchy, Archduchy of Austria, Portugal, Sovereign Military Order of Malta, Papal States, Spain, Himara"
1715,1717,Yamasee War,"Catawba people, Cherokee","Yamasee, Ochese Creeks (page does not exist), Catawba people, Cherokee, Waxhaw tribe, Santee tribe"
1715,1716,Jacobite rising of 1715,Kingdom of Britain,Jacobitism
1717,1717,1717 Omani invasion of Bahrain,Oman,Safavids
1718,1720,War of the Quadruple Alliance,"Kingdom of Great Britain, Kingdom of France, Holy Roman Empire, Dutch Republic, Duchy of Savoy","Spain, Jacobitism"
1720,1720,Chinese expedition to Tibet (1720),Qing dynasty,Dzungar Khanate
1721,1721,Attingal Outbreak,East India Company,
1721,1763,Chickasaw Wars,"Kingdom of Great Britain, Chickasaw","Kingdom of France, Choctaw, Illiniwek"
1722,1725,Father Rale's War,"New England Colonies, Mohawk nation","Wabanaki Confederacy, Abenaki, Pequawket, Mi'kmaq people, Maliseet"
1722,1723,Russo-Persian War (1722–23),"Russian Empire, Cossack Hetmanate, Georgia (country), Armenia",Safavid dynasty
1722,1727,Ottoman–Persian War (1722–27),Ottoman Empire,Safavid dynasty
1725,1745,Saltpeter Wars,,
1726,1727,Appeal War,County of East Frisia,
1727,1729,Anglo-Spanish War (1727–29),Spain,Kingdom of Great Britain
1728,1733,Fox Wars,,
1730,1730,Patrona Halil,Ottoman Empire,Janissaries
1730,1735,Ottoman–Persian War (1730–35),Safavid dynasty,Ottoman Empire
1733,1733,1733 slave insurrection on St. John,Danish West India Company,
1733,1738,War of the Polish Succession,"Stanisław Leszczyński, Kingdom of France, Spain, Kingdom of Sardinia, Duchy of Parma","Augustus III of Poland, Russian Empire, Habsburg Monarchy, Electorate of Saxony, Kingdom of Prussia"
1735,1736,Miao Rebellion (1735–36),"Qing dynasty, Qing dynasty",Miao people
1735,1737,Spanish–Portuguese War (1735–37),"Portugal, Portuguese Empire","Spain, Spanish Empire"
1735,1739,Austro-Russian–Turkish War (1735–39),"Russian Empire, Cossack Hetmanate, Habsburg Monarchy","Ottoman Empire, Autonomous Republic of Crimea, Crimean Khanate"
1735,1740,Bashkirs,Russian Empire,Bashkirs
1738,1739,Nadir Shah's invasion of India,Safavid dynasty,Mughal Empire
1739,1739,Stono Rebellion,"Kingdom of Great Britain, Kingdom of Great Britain",
1739,1748,War of Jenkins' Ear,"Spain, Spanish Empire",Kingdom of Great Britain
1740,1748,War of the Austrian Succession,"Kingdom of France, Kingdom of Prussia, Spain, Enlightenment Spain, Bavaria, Electorate of Bavaria, Electorate of Saxony, Kingdom of the Two Sicilies, Kingdom of Sicily, Kingdom of the Two Sicilies, Kingdom of Naples, Republic of Genoa, Sweden, Age of Liberty","Habsburg Monarchy, Kingdom of Great Britain, Province of Hanover, Electorate of Hanover, Dutch Republic, Electorate of Saxony, Kingdom of Sardinia, Russian Empire"
1740,1742,Silesian Wars,"Kingdom of Prussia, Kingdom of Prussia",Austrian Empire
1741,1743,Java War (1741–1743),Dutch East India Company,
1741,1743,Russo-Swedish War (1741–43),Russian Empire,Sweden
1743,1746,Ottoman–Persian War (1743–46),Afsharid dynasty,Ottoman Empire
1744,1747,Chukchi War (page does not exist),Russian Empire,Chukchis
1744,1748,King George's War,"Kingdom of Great Britain, British America, Iroquois Confederacy","Kingdom of France, New France, Wabanaki Confederacy"
1744,1745,Silesian Wars,"Kingdom of Prussia, Kingdom of Prussia",Austrian Empire
1745,1746,Jacobite rising of 1745,Kingdom of Great Britain,"Jacobitism, Kingdom of France"
1746,1748,First Carnatic War,"Kingdom of Great Britain, Kingdom of Great Britain","Kingdom of France, Kingdom of France, Kingdom of France, French East India Company"
1747,1796,Civil War between Afsharid and Qajar (page does not exist),Afsharid dynasty,Qajar Dynasty
1749,1754,Carnatic Wars,"Kingdom of Great Britain, British East India Company, Sepoy, Maratha","Kingdom of France, French East India Company, Nawab of Arcot"
1752,1757,Konbaung–Hanthawaddy War,Konbaung Dynasty,"Restored Hanthawaddy Kingdom, Kingdom of France, French East India Company"
1754,1763,French and Indian War,"Kingdom of Great Britain, British America, Iroquois Confederacy, Onondaga people, Oneida tribe, Seneca nation, Tuscarora people, Mohawk nation, Cayuga people, Catawba people, Cherokee","Kingdom of France, New France, Abenaki people, Algonquin people, Mohawk nation, Lenape, Mi'kmaq people, Ojibwa, Ottawa (tribe), Shawnee, Wyandot people"
1756,1756,Guaraní War,"Kingdom of Portugal, Spain, Enlightenment Spain",Guaraní people
1756,1763,Seven Years' War,"Kingdom of Great Britain, Province of Hanover, Electorate of Hanover, Kingdom of Prussia, Kingdom of Prussia, Duchy of Brunswick, Principality of Brunswick-Wolfenbüttel, Iroquois, Kingdom of Portugal, Hesse, Landgraviate of Hesse-Kassel, Schaumburg-Lippe","Kingdom of France, Archduchy of Austria, Russian Empire, Spain, Spanish Empire, Sweden, Age of Liberty, Electorate of Saxony, Mughal Empire"
1756,1763,Silesian Wars,"Kingdom of Prussia, Kingdom of Prussia",Austrian Empire
1757,1763,Carnatic Wars,British East India Company,"Nawab of Bengal, French East India Company, Dutch East India Company"
1757,1762,Pomeranian War,"Sweden, Russian Empire",Kingdom of Prussia
1757,1759,Revolt of the Altishahr Khojas,"Qing dynasty, Qing Dynasty",
1758,1761,Anglo-Cherokee War,Kingdom of Great Britain,Cherokee people
1759,1760,Burmese–Siamese War (1759–60),Konbaung Dynasty,Ayutthaya Kingdom
1760,1760,Tacky's War,Kingdom of Great Britain,
1761,1761,Jacinto Canek,"Spain, Enlightenment Spain",
1762,1763,Fantastic War,"Kingdom of Portugal, Kingdom of Great Britain","Spain, Enlightenment Spain, Kingdom of France"
1763,1764,Berbice Slave Uprising,Dutch Empire,
1763,1766,Pontiac's War,Kingdom of Great Britain,"Chief Pontiac, Seneca nation"
1763,1864,Russian–Circassian War,Russian Empire,"Circassia, Caucasian Imamate, Sadzen"
1765,1765,Jochum de Lange,"Denmark, Denmark–Norway",
1765,1767,Burmese–Siamese War (1765–67),Konbaung Dynasty,Ayutthaya Kingdom
1765,1769,Sino-Burmese War (1765–1769),Konbaung Dynasty,"Qing dynasty, Qing Dynasty"
1765,1771,War of the Regulation,,
1766,1792,Mysorean invasion of Kerala,"Kingdom of Mysore, Cannanore","British East India Company, Zamorin of Calicut, Travancore, Travancore"
1767,1769,First Anglo-Mysore War,Kingdom of Mysore,"East India Company, Maratha Empire, Carnatic state, Hyderabad State"
1768,1768,Louisiana Rebellion of 1768,Louisiana,"Louisiana Creole people, Germans"
1768,1774,Russo-Turkish War (1768–74),"Russian Empire, Zaporozhian Host, Ottoman Greece, Kartl-Kakheti, Kingdom of Imereti","Ottoman Empire, Autonomous Republic of Crimea, Crimean Khanate, Republic of Ragusa"
1768,1772,Bar Confederation,Russian Empire,"Poland, Kingdom of France"
1769,1773,First Carib War,British Empire,Black Carib
1769,1806,Moamoria rebellion,Kingdom of Ahom,
1771,1771,Moscow plague riot of 1771,Russian Empire,
1771,1802,Sannyasi Rebellion,British Raj,"Fakir, Sannyasi"
1773,1775,Pugachev's Rebellion,Russian Empire,"Cossack, Peasant, Volga Tatars, Bashkir people, Nobility"
1774,1774,Lord Dunmore's War,Colony of Virginia,"Shawnee, Mingo"
1775,1776,Burmese–Siamese War (1775–1776),Thonburi Kingdom,Konbaung Dynasty
1775,1782,First Anglo-Maratha War,British East India Company,Maratha Empire
1775,1783,American Revolutionary War,"United States, Kingdom of France, Early Modern France, Spain, Enlightenment Spain, Dutch Republic, Sultanate of Mysore, Vermont Republic, Oneida tribe, Tuscarora (tribe), Watauga Association, Catawba (tribe), Lenape","Kingdom of Great Britain, Loyalist (American Revolution), Germans in the American Revolution, Onondaga people, Mohawk nation, Cayuga people, Seneca people, Cherokee"
1776,1777,Spanish–Portuguese War (1776–77),"Spain, Spanish Empire",Portuguese Empire
1776,1794,Chickamauga Wars (1776–94),United States,Cherokee people
1778,1779,War of the Bavarian Succession,"Habsburg Monarchy, Archduchy of Austria","Kingdom of Prussia, Electorate of Saxony"
1779,1783,Spain in the American Revolutionary War,Spain,Kingdom of Great Britain
1779,1781,Xhosa Wars,,Xhosa people
1780,1784,Fourth Anglo-Dutch War,Kingdom of Great Britain,"Dutch Republic, Kingdom of France"
1780,1784,Second Anglo-Mysore War,"British East India Company, Kingdom of Great Britain, Province of Hanover","Sultanate of Mysore, Kingdom of France, Dutch Republic"
1781,1781,Revolt of the Comuneros (New Granada),"Spain, Viceroyalty of New Granada",
1783,1783,1782–83 unrest in Bahrain,Zubarah,Zand dynasty
1784,1784,Kettle War,Dutch Republic,Habsburg Monarchy
1784,1784,"Revolt of Horea, Cloșca and Crișan",Principality of Transylvania (1711–1867),
1785,1786,Burmese–Siamese War (1785–86),Rattanakosin Kingdom,Konbaung Dynasty
1785,1795,Northwest Indian War,United States,"Western Confederacy, Kingdom of Great Britain, Canada"
1786,1787,Christian Jensen Lofthuus,"Denmark, Denmark–Norway",
1786,1787,Shays' Rebellion,United States,Daniel Shays
1787,1787,Prussian invasion of Holland,"Kingdom of Prussia, Dutch Republic, Orangism (Dutch Republic)","Dutch Republic, States of Holland and West Friesland, Dutch Republic, Patriots (Dutch Republic)"
1787,1787,Burmese–Siamese War (1787),Konbaung Dynasty,Rattanakosin Kingdom
1787,1791,Austro-Turkish War (1787–91),"Habsburg Monarchy, Russian Empire",Ottoman Empire
1787,1792,Russo-Turkish War (1787–92),Russian Empire,Ottoman Empire
1788,1790,Russo-Swedish War (1788–90),Sweden,Russian Empire
